SetName,Brand,Year,CardNumber,First,Last,Rookie
1953 Bowman,Bowman,1953,1,Davey,Williams,0
1953 Bowman,Bowman,1953,2,Vic,Wertz,0
1953 Bowman,Bowman,1953,3,Sam,Jethroe,0
1953 Bowman,Bowman,1953,4,Art,Houtteman,0
1953 Bowman,Bowman,1953,5,Sid,Gordon,0
1953 Bowman,Bowman,1953,6,Joe,Ginsberg,0
1953 Bowman,Bowman,1953,7,Harry,Chiti,0
1953 Bowman,Bowman,1953,8,Al,Rosen,0
1953 Bowman,Bowman,1953,9,Phil,Rizzuto,0
1953 Bowman,Bowman,1953,10,Richie,Ashburn,0
1953 Bowman,Bowman,1953,11,Bobby,Shantz,0
1953 Bowman,Bowman,1953,12,Carl,Erskine,0
1953 Bowman,Bowman,1953,13,Gus,Zernial,0
1953 Bowman,Bowman,1953,14,Billy,Loes,0
1953 Bowman,Bowman,1953,15,Jim,Busby,0
1953 Bowman,Bowman,1953,16,Bob,Friend,0
1953 Bowman,Bowman,1953,17,Gerry,Staley,0
1953 Bowman,Bowman,1953,18,Nellie,Fox,0
1953 Bowman,Bowman,1953,19,Alvin,Dark,0
1953 Bowman,Bowman,1953,20,Don,Lenhardt,0
1953 Bowman,Bowman,1953,21,Joe,Garagiola,0
1953 Bowman,Bowman,1953,22,Bob,Porterfield,0
1953 Bowman,Bowman,1953,23,Herman,Wehmeier,0
1953 Bowman,Bowman,1953,24,Jackie,Jensen,0
1953 Bowman,Bowman,1953,25,Hoot,Evers,0
1953 Bowman,Bowman,1953,26,Roy,McMillan,0
1953 Bowman,Bowman,1953,27,Vic,Raschi,0
1953 Bowman,Bowman,1953,28,Smoky,Burgess,0
1953 Bowman,Bowman,1953,29,Bobby,Avila,0
1953 Bowman,Bowman,1953,30,Phil,Cavarretta,0
1953 Bowman,Bowman,1953,31,Jimmy,Dykes,0
1953 Bowman,Bowman,1953,32,Stan,Musial,0
1953 Bowman,Bowman,1953,33,Pee,Wee Reese,0
1953 Bowman,Bowman,1953,34,Gil,Coan,0
1953 Bowman,Bowman,1953,35,Maurice,McDermott,0
1953 Bowman,Bowman,1953,36,Minnie,Minoso,0
1953 Bowman,Bowman,1953,37,Jim,Wilson,0
1953 Bowman,Bowman,1953,38,Harry,Byrd,0
1953 Bowman,Bowman,1953,39,Paul,Richards,0
1953 Bowman,Bowman,1953,40,Larry,Doby,0
1953 Bowman,Bowman,1953,41,Sammy,White,0
1953 Bowman,Bowman,1953,42,Tommy,Brown,0
1953 Bowman,Bowman,1953,43,Mike,Garcia,0
1953 Bowman,Bowman,1953,44,Jim,Delsing,0
1953 Bowman,Bowman,1953,45,Walt,Dropo,0
1953 Bowman,Bowman,1953,46,Roy,Campanella,0
1953 Bowman,Bowman,1953,47,Ned,Garver,0
1953 Bowman,Bowman,1953,48,Hank,Sauer,0
1953 Bowman,Bowman,1953,49,Eddie,Stanky,0
1953 Bowman,Bowman,1953,50,Lou,Kretlow,0
1953 Bowman,Bowman,1953,51,Lou,Burdette,0
1953 Bowman,Bowman,1953,52,Ralph,Branca,0
1953 Bowman,Bowman,1953,53,Morris,Martin,0
1953 Bowman,Bowman,1953,54,Bill,Miller,0
1953 Bowman,Bowman,1953,55,Don,Johnson,0
1953 Bowman,Bowman,1953,56,Roy,Smalley,0
1953 Bowman,Bowman,1953,57,Andy,Pafko,0
1953 Bowman,Bowman,1953,58,Jim,Konstanty,0
1953 Bowman,Bowman,1953,59,Duane,Pillette,0
1953 Bowman,Bowman,1953,60,Billy,Cox,0
1953 Bowman,Bowman,1953,61,Tom,Gorman,0
1953 Bowman,Bowman,1953,62,Keith,Thomas,0
1953 Bowman,Bowman,1953,63,Steve,Gromek,0
1953 Bowman,Bowman,1953,64,Andy,Hansen,0
1953 Bowman,Bowman,1953,1953,Bowman,Baseball Card Checklist,0
