SetName,Brand,Year,CardNumber,First,Last,Rookie
1952 Bowman,Bowman,1952,1,Yogi,Berra,0
1952 Bowman,Bowman,1952,2,Bobby,Thomson,0
1952 Bowman,Bowman,1952,3,Fred,Hutchinson,0
1952 Bowman,Bowman,1952,4,Robin,Roberts,0
1952 Bowman,Bowman,1952,5,Minnie,Minoso,1
1952 Bowman,Bowman,1952,6,Virgil,Stallcup,0
1952 Bowman,Bowman,1952,7,Mike,Garcia,0
1952 Bowman,Bowman,1952,8,Pee,Wee Reese,0
1952 Bowman,Bowman,1952,9,Vern,Stephens,0
1952 Bowman,Bowman,1952,10,Bob,Hooper,0
1952 Bowman,Bowman,1952,11,Ralph,Kiner,0
1952 Bowman,Bowman,1952,12,Max,Surkont,0
1952 Bowman,Bowman,1952,13,Cliff,Mapes,0
1952 Bowman,Bowman,1952,14,Cliff,Chambers,0
1952 Bowman,Bowman,1952,15,Sam,Mele,0
1952 Bowman,Bowman,1952,16,Turk,Lown,0
1952 Bowman,Bowman,1952,17,Ed,Lopat,0
1952 Bowman,Bowman,1952,18,Don,Mueller,0
1952 Bowman,Bowman,1952,19,Bob,Cain,0
1952 Bowman,Bowman,1952,20,Willie,Jones,0
1952 Bowman,Bowman,1952,21,Nellie,Fox,0
1952 Bowman,Bowman,1952,22,Willard,Ramsdell,0
1952 Bowman,Bowman,1952,23,Bob,Lemon,0
1952 Bowman,Bowman,1952,24,Carl,Furillo,0
1952 Bowman,Bowman,1952,25,Mickey,McDermott,0
1952 Bowman,Bowman,1952,26,Eddie,Joost,0
1952 Bowman,Bowman,1952,27,Joe,Garagiola,0
1952 Bowman,Bowman,1952,28,Roy,Hartsfield,0
1952 Bowman,Bowman,1952,29,Ned,Garver,0
1952 Bowman,Bowman,1952,30,Red,Schoendienst,0
1952 Bowman,Bowman,1952,31,Eddie,Yost,0
1952 Bowman,Bowman,1952,32,Eddie,Miksis,0
1952 Bowman,Bowman,1952,33,Gil,McDougald,1
1952 Bowman,Bowman,1952,34,Alvin,Dark,0
1952 Bowman,Bowman,1952,35,Granny,Hamner,0
1952 Bowman,Bowman,1952,36,Cass,Michaels,0
1952 Bowman,Bowman,1952,37,Vic,Raschi,0
1952 Bowman,Bowman,1952,38,Whitey,Lockman,0
1952 Bowman,Bowman,1952,39,Vic,Wertz,0
1952 Bowman,Bowman,1952,40,Bubba,Church,0
1952 Bowman,Bowman,1952,41,Chico,Carrasquel,0
1952 Bowman,Bowman,1952,42,Johnny,Wyrostek,0
1952 Bowman,Bowman,1952,43,Bob,Feller,0
1952 Bowman,Bowman,1952,44,Roy,Campanella,0
1952 Bowman,Bowman,1952,45,Johnny,Pesky,0
1952 Bowman,Bowman,1952,46,Carl,Scheib,0
1952 Bowman,Bowman,1952,47,Pete,Castiglione,0
1952 Bowman,Bowman,1952,48,Vern,Bickford,0
1952 Bowman,Bowman,1952,49,Jim,Hearn,0
1952 Bowman,Bowman,1952,50,Jerry,Staley,0
1952 Bowman,Bowman,1952,51,Gil,Coan,0
1952 Bowman,Bowman,1952,52,Phil,Rizzuto,0
1952 Bowman,Bowman,1952,53,Richie,Ashburn,0
1952 Bowman,Bowman,1952,54,Billy,Pierce,0
1952 Bowman,Bowman,1952,55,Ken,Raffensberger,0
1952 Bowman,Bowman,1952,56,Clyde,King,0
1952 Bowman,Bowman,1952,57,Clyde,Vollmer,0
1952 Bowman,Bowman,1952,58,Hank,Majeski,0
1952 Bowman,Bowman,1952,59,Murry,Dickson,0
1952 Bowman,Bowman,1952,60,Sid,Gordon,0
1952 Bowman,Bowman,1952,61,Tommy,Byrne,0
1952 Bowman,Bowman,1952,62,Joe,Presko,0
1952 Bowman,Bowman,1952,63,Irv,Noren,0
1952 Bowman,Bowman,1952,64,Roy,Smalley,0
1952 Bowman,Bowman,1952,65,Hank,Bauer,0
1952 Bowman,Bowman,1952,66,Sal,Maglie,0
1952 Bowman,Bowman,1952,67,Johnny,Groth,0
1952 Bowman,Bowman,1952,68,Jim,Busby,0
1952 Bowman,Bowman,1952,69,Joe,Adcock,0
1952 Bowman,Bowman,1952,70,Carl,Erskine,0
1952 Bowman,Bowman,1952,71,Vern,Law,0
1952 Bowman,Bowman,1952,72,Earl,Torgeson,0
1952 Bowman,Bowman,1952,73,Jerry,Coleman,0
1952 Bowman,Bowman,1952,74,Wes,Westrum,0
1952 Bowman,Bowman,1952,75,George,Kell,0
1952 Bowman,Bowman,1952,76,Del,Ennis,0
1952 Bowman,Bowman,1952,77,Eddie,Robinson,0
1952 Bowman,Bowman,1952,78,Lloyd,Merriman,0
1952 Bowman,Bowman,1952,79,Lou,Brissie,0
1952 Bowman,Bowman,1952,80,Gil,Hodges,0
1952 Bowman,Bowman,1952,81,Billy,Goodman,0
1952 Bowman,Bowman,1952,82,Gus,Zernial,0
1952 Bowman,Bowman,1952,83,Howie,Pollet,0
1952 Bowman,Bowman,1952,84,Sam,Jethroe,0
1952 Bowman,Bowman,1952,85,Marty,Marion,0
1952 Bowman,Bowman,1952,86,Cal,Abrams,0
1952 Bowman,Bowman,1952,87,Mickey,Vernon,0
1952 Bowman,Bowman,1952,88,Bruce,Edwards,0
1952 Bowman,Bowman,1952,89,Billy,Hitchcock,0
1952 Bowman,Bowman,1952,90,Larry,Jansen,0
1952 Bowman,Bowman,1952,91,Don,Kolloway,0
1952 Bowman,Bowman,1952,92,Eddie,Waitkus,0
1952 Bowman,Bowman,1952,93,Paul,Richards,0
1952 Bowman,Bowman,1952,94,Luke,Sewell,0
1952 Bowman,Bowman,1952,95,Luke,Easter,0
1952 Bowman,Bowman,1952,96,Ralph,Branca,0
1952 Bowman,Bowman,1952,97,Willard,Marshall,0
1952 Bowman,Bowman,1952,98,Jimmie,Dykes,0
1952 Bowman,Bowman,1952,99,Clyde,McCullough,0
1952 Bowman,Bowman,1952,100,Sibby,Sisti,0
1952 Bowman,Bowman,1952,101,Mickey,Mantle,0
1952 Bowman,Bowman,1952,102,Peanuts,Lowrey,0
1952 Bowman,Bowman,1952,103,Joe,Haynes,0
1952 Bowman,Bowman,1952,104,Hal,Jeffcoat,0
1952 Bowman,Bowman,1952,105,Bobby,Brown,0
1952 Bowman,Bowman,1952,106,Randy,Gumpert,0
1952 Bowman,Bowman,1952,107,Del,Rice,0
1952 Bowman,Bowman,1952,108,George,Metkovich,0
1952 Bowman,Bowman,1952,109,Tom,Morgan,0
1952 Bowman,Bowman,1952,110,Max,Lanier,0
1952 Bowman,Bowman,1952,111,Hoot,Evers,0
1952 Bowman,Bowman,1952,112,Smoky,Burgess,0
1952 Bowman,Bowman,1952,113,Al,Zarilla,0
1952 Bowman,Bowman,1952,114,Frank,Hiller,0
1952 Bowman,Bowman,1952,115,Larry,Doby,0
1952 Bowman,Bowman,1952,116,Duke,Snider,0
1952 Bowman,Bowman,1952,117,Bill,Wight,0
1952 Bowman,Bowman,1952,118,Ray,Murray,0
1952 Bowman,Bowman,1952,119,Bill,Howerton,0
1952 Bowman,Bowman,1952,120,Chet,Nichols,0
1952 Bowman,Bowman,1952,121,Al,Corwin,0
1952 Bowman,Bowman,1952,122,Billy,Johnson,0
1952 Bowman,Bowman,1952,123,Sid,Hudson,0
1952 Bowman,Bowman,1952,124,Birdie,Tebbetts,0
1952 Bowman,Bowman,1952,125,Howie,Fox,0
1952 Bowman,Bowman,1952,126,Phil,Cavarretta,0
1952 Bowman,Bowman,1952,127,Dick,Sisler,0
1952 Bowman,Bowman,1952,128,Don,Newcombe,0
1952 Bowman,Bowman,1952,129,Gus,Niarhos,0
1952 Bowman,Bowman,1952,130,Allie,Clark,0
1952 Bowman,Bowman,1952,131,Bob,Swift,0
1952 Bowman,Bowman,1952,132,Dave,Cole,0
1952 Bowman,Bowman,1952,133,Dick,Kryhoski,0
1952 Bowman,Bowman,1952,134,Al,Brazle,0
1952 Bowman,Bowman,1952,135,Mickey,Harris,0
1952 Bowman,Bowman,1952,136,Gene,Hermanski,0
1952 Bowman,Bowman,1952,137,Stan,Rojek,0
1952 Bowman,Bowman,1952,138,Ted,Wilks,0
1952 Bowman,Bowman,1952,139,Jerry,Priddy,0
1952 Bowman,Bowman,1952,140,Ray,Scarborough,0
1952 Bowman,Bowman,1952,141,Hank,Edwards,0
1952 Bowman,Bowman,1952,142,Early,Wynn,0
1952 Bowman,Bowman,1952,143,Sandy,Consuegra,0
1952 Bowman,Bowman,1952,144,Joe,Hatton,0
1952 Bowman,Bowman,1952,145,Johnny,Mize,0
1952 Bowman,Bowman,1952,146,Leo,Durocher,0
1952 Bowman,Bowman,1952,147,Marlin,Stuart,0
1952 Bowman,Bowman,1952,148,Ken,Heintzelman,0
1952 Bowman,Bowman,1952,149,Howie,Judson,0
1952 Bowman,Bowman,1952,150,Herman,Wehmeier,0
1952 Bowman,Bowman,1952,151,Al,Rosen,0
1952 Bowman,Bowman,1952,152,Billy,Cox,0
1952 Bowman,Bowman,1952,153,Fred,Hatfield,0
1952 Bowman,Bowman,1952,154,Ferris,Fain,0
1952 Bowman,Bowman,1952,155,Billy,Meyer,0
1952 Bowman,Bowman,1952,156,Warren,Spahn,0
1952 Bowman,Bowman,1952,157,Jim,Delsing,0
1952 Bowman,Bowman,1952,158,Bucky,Harris,0
1952 Bowman,Bowman,1952,159,Dutch,Leonard,0
1952 Bowman,Bowman,1952,160,Eddie,Stanky,0
1952 Bowman,Bowman,1952,161,Jackie,Jensen,0
1952 Bowman,Bowman,1952,162,Monte,Irvin,0
1952 Bowman,Bowman,1952,163,Johnny,Lipon,0
1952 Bowman,Bowman,1952,164,Connie,Ryan,0
1952 Bowman,Bowman,1952,165,Saul,Rogovin,0
1952 Bowman,Bowman,1952,166,Bobby,Adams,0
1952 Bowman,Bowman,1952,167,Bobby,Avila,0
1952 Bowman,Bowman,1952,168,Preacher,Roe,0
1952 Bowman,Bowman,1952,169,Walt,Dropo,0
1952 Bowman,Bowman,1952,170,Joe,Astroth,0
1952 Bowman,Bowman,1952,171,Mel,Queen,0
1952 Bowman,Bowman,1952,172,Ebba,St.Claire,0
1952 Bowman,Bowman,1952,173,Gene,Bearden,0
1952 Bowman,Bowman,1952,174,Mickey,Grasso,0
1952 Bowman,Bowman,1952,175,Randy,Jackson,0
1952 Bowman,Bowman,1952,176,Harry,Brecheen,0
1952 Bowman,Bowman,1952,177,Gene,Woodling,0
1952 Bowman,Bowman,1952,178,Dave,Williams,1
1952 Bowman,Bowman,1952,179,Pete,Suder,0
1952 Bowman,Bowman,1952,180,Ed,Fitzgerald,0
1952 Bowman,Bowman,1952,181,Joe,Collins,1
1952 Bowman,Bowman,1952,182,Dave,Koslo,0
1952 Bowman,Bowman,1952,183,Pat,Mullin,0
1952 Bowman,Bowman,1952,184,Curt,Simmons,0
1952 Bowman,Bowman,1952,185,Eddie,Stewart,0
1952 Bowman,Bowman,1952,186,Frank,Smith,0
1952 Bowman,Bowman,1952,187,Jim,Hegan,0
1952 Bowman,Bowman,1952,188,Chuck,Dressen,0
1952 Bowman,Bowman,1952,189,Jimmy,Piersall,0
1952 Bowman,Bowman,1952,190,Dick,Fowler,0
1952 Bowman,Bowman,1952,191,Bob,Friend,1
1952 Bowman,Bowman,1952,192,John,Cusick,0
1952 Bowman,Bowman,1952,193,Bobby,Young,0
1952 Bowman,Bowman,1952,194,Bob,Porterfield,0
1952 Bowman,Bowman,1952,195,Frank,Baumholtz,0
1952 Bowman,Bowman,1952,196,Stan,Musial,0
1952 Bowman,Bowman,1952,197,Charlie,Silvera,1
1952 Bowman,Bowman,1952,198,Chuck,Diering,0
1952 Bowman,Bowman,1952,199,Ted,Gray,0
1952 Bowman,Bowman,1952,200,Ken,Silvestri,0
1952 Bowman,Bowman,1952,201,Ray,Coleman,0
1952 Bowman,Bowman,1952,202,Harry,Perkowski,0
1952 Bowman,Bowman,1952,203,Steve,Gromek,0
