SetName,Brand,Year,CardNumber,First,Last,Rookie
1954 Bowman,Bowman,1954,1,Phil,Rizzuto,0
1954 Bowman,Bowman,1954,2,Jackie,Jensen,0
1954 Bowman,Bowman,1954,3,Marion,Fricano,0
1954 Bowman,Bowman,1954,4,Bob,Hooper,0
1954 Bowman,Bowman,1954,5,Billy,Hunter,0
1954 Bowman,Bowman,1954,6,Nellie,Fox,0
1954 Bowman,Bowman,1954,7,Walt,Dropo,0
1954 Bowman,Bowman,1954,8,Jim,Busby,0
1954 Bowman,Bowman,1954,9,Dave,Williams,0
1954 Bowman,Bowman,1954,10,Carl,Erskine,0
1954 Bowman,Bowman,1954,11,Sid,Gordon,0
1954 Bowman,Bowman,1954,12A,Roy,McMillan VAR,0
1954 Bowman,Bowman,1954,12B,Roy,McMillan,0
1954 Bowman,Bowman,1954,13,Paul,Minner,0
1954 Bowman,Bowman,1954,14,Gerry,Staley,0
1954 Bowman,Bowman,1954,15,Richie,Ashburn,0
1954 Bowman,Bowman,1954,16,Jim,Wilson,0
1954 Bowman,Bowman,1954,17,Tom,Gorman,0
1954 Bowman,Bowman,1954,18,Hoot,Evers,0
1954 Bowman,Bowman,1954,19,Bobby,Shantz,0
1954 Bowman,Bowman,1954,20,Art,Houtteman,0
1954 Bowman,Bowman,1954,21,Vic,Wertz,0
1954 Bowman,Bowman,1954,22A,Sam,Mele VAR,0
1954 Bowman,Bowman,1954,22B,Sam,Mele VAR,0
1954 Bowman,Bowman,1954,23,Harvey,Kuenn,1
1954 Bowman,Bowman,1954,24,Bob,Porterfield,0
1954 Bowman,Bowman,1954,25A,Wes,Westrum VAR,0
1954 Bowman,Bowman,1954,25B,Wes,Westrum VAR,0
1954 Bowman,Bowman,1954,26A,Billy,Cox VAR,0
1954 Bowman,Bowman,1954,26B,Billy,Cox VAR,0
1954 Bowman,Bowman,1954,27,Dick,Cole,1
1954 Bowman,Bowman,1954,28A,Jim,Greengrass VAR,0
1954 Bowman,Bowman,1954,28B,Jim,Greengrass VAR,0
1954 Bowman,Bowman,1954,29,Johnny,Klippstein,0
1954 Bowman,Bowman,1954,30,Del,Rice,0
1954 Bowman,Bowman,1954,31,Smoky,Burgess,0
1954 Bowman,Bowman,1954,32,Del,Crandall,0
1954 Bowman,Bowman,1954,33A,Vic,Raschi NTR,0
1954 Bowman,Bowman,1954,33B,Vic,Raschi TR,0
1954 Bowman,Bowman,1954,34,Sammy,White,0
1954 Bowman,Bowman,1954,35A,Eddie,Joost VAR,0
1954 Bowman,Bowman,1954,35B,Eddie,Joost VAR,0
1954 Bowman,Bowman,1954,36,George,Strickland,0
1954 Bowman,Bowman,1954,37,Dick,Kokos,0
1954 Bowman,Bowman,1954,38A,Minnie,Minoso VAR,0
1954 Bowman,Bowman,1954,38B,Minnie,Minoso VAR,0
1954 Bowman,Bowman,1954,39,Ned,Garver,0
1954 Bowman,Bowman,1954,40,Gil,Coan,0
1954 Bowman,Bowman,1954,41A,Alvin,Dark,0
1954 Bowman,Bowman,1954,42,Billy,Loes,0
1954 Bowman,Bowman,1954,43A,Bob,Friend VAR,0
1954 Bowman,Bowman,1954,44,Harry,Perkowski,0
1954 Bowman,Bowman,1954,45,Ralph,Kiner,0
1954 Bowman,Bowman,1954,46,Rip,Repulski,0
1954 Bowman,Bowman,1954,47A,Granny,Hamner VAR,0
1954 Bowman,Bowman,1954,47B,Granny,Hamner VAR,0
1954 Bowman,Bowman,1954,48,Jack,Dittmer,0
1954 Bowman,Bowman,1954,49,Harry,Byrd,0
1954 Bowman,Bowman,1954,50,George,Kell,0
1954 Bowman,Bowman,1954,51,Alex,Kellner,0
1954 Bowman,Bowman,1954,52,Joe,Ginsberg,0
1954 Bowman,Bowman,1954,53A,Don,Lenhardt VAR,0
1954 Bowman,Bowman,1954,53B,Don,Lenhardt VAR,0
1954 Bowman,Bowman,1954,54,Chico,Carrasquel,0
1954 Bowman,Bowman,1954,55,Jim,Delsing,0
1954 Bowman,Bowman,1954,56,Maurice,McDermott,0
1954 Bowman,Bowman,1954,57,Hoyt,Wilhelm,0
1954 Bowman,Bowman,1954,58,Pee,Wee Reese,0
1954 Bowman,Bowman,1954,59,Bob,Schultz,0
1954 Bowman,Bowman,1954,60,Fred,Baczewski,1
1954 Bowman,Bowman,1954,61A,Eddie,Miksis VAR,0
1954 Bowman,Bowman,1954,61B,Eddie,Miksis VAR,0
1954 Bowman,Bowman,1954,62,Enos,Slaughter,0
1954 Bowman,Bowman,1954,63,Earl,Torgeson,0
1954 Bowman,Bowman,1954,64,Eddie,Mathews,0
1954 Bowman,Bowman,1954,65,Mickey,Mantle,0
1954 Bowman,Bowman,1954,66A,Ted,Williams,0
1954 Bowman,Bowman,1954,66B,Jimmy,Piersall,0
1954 Bowman,Bowman,1954,67A,Carl,Scheib VAR,0
1954 Bowman,Bowman,1954,67B,Carl,Scheib VAR,0
1954 Bowman,Bowman,1954,67C,Carl,Scheib VAR,0
1954 Bowman,Bowman,1954,68,Bobby,Avila,0
1954 Bowman,Bowman,1954,69,Clint,Courtney,0
1954 Bowman,Bowman,1954,70,Willard,Marshall,0
1954 Bowman,Bowman,1954,71,Ted,Gray,0
1954 Bowman,Bowman,1954,72,Eddie,Yost,0
1954 Bowman,Bowman,1954,73,Don,Mueller,0
1954 Bowman,Bowman,1954,74,Jim,Gilliam,0
1954 Bowman,Bowman,1954,75,Max,Surkont,0
1954 Bowman,Bowman,1954,76,Joe,Nuxhall,0
1954 Bowman,Bowman,1954,77,Bob,Rush,0
1954 Bowman,Bowman,1954,78,Sal,Yvars,0
1954 Bowman,Bowman,1954,79,Curt,Simmons,0
1954 Bowman,Bowman,1954,80A,Johnny,Logan VAR,0
1954 Bowman,Bowman,1954,80B,Johnny,Logan VAR,0
1954 Bowman,Bowman,1954,81A,Jerry,Coleman VAR,0
1954 Bowman,Bowman,1954,81B,Jerry,Coleman VAR,0
1954 Bowman,Bowman,1954,82A,Billy,Goodman VAR,0
1954 Bowman,Bowman,1954,82B,Billy,Goodman VAR,0
1954 Bowman,Bowman,1954,83,Ray,Murray,0
1954 Bowman,Bowman,1954,84,Larry,Doby,0
1954 Bowman,Bowman,1954,85A,Jim,Dyck VAR,0
1954 Bowman,Bowman,1954,85B,Jim,Dyck VAR,0
1954 Bowman,Bowman,1954,86,Harry,Dorish,0
1954 Bowman,Bowman,1954,87,Don,Lund,0
1954 Bowman,Bowman,1954,88,Tom,Umphlett,0
1954 Bowman,Bowman,1954,89,Willie,Mays,0
1954 Bowman,Bowman,1954,90,Roy,Campanella,0
1954 Bowman,Bowman,1954,91,Cal,Abrams,0
1954 Bowman,Bowman,1954,92,Ken,Raffensberger,0
1954 Bowman,Bowman,1954,93A,Bill,Serena VAR,0
1954 Bowman,Bowman,1954,93B,Bill,Serena VAR,0
1954 Bowman,Bowman,1954,94A,Solly,Hemus VAR,0
1954 Bowman,Bowman,1954,94B,Solly,Hemus VAR,0
1954 Bowman,Bowman,1954,95,Robin,Roberts,0
1954 Bowman,Bowman,1954,96,Joe,Adcock,0
1954 Bowman,Bowman,1954,97,Gil,McDougald,0
1954 Bowman,Bowman,1954,98,Ellis,Kinder,0
1954 Bowman,Bowman,1954,99A,Pete,Suder VAR,0
1954 Bowman,Bowman,1954,99B,Pete,Suder VAR,0
1954 Bowman,Bowman,1954,100,Mike,Garcia,0
1954 Bowman,Bowman,1954,101,Don,Larsen,1
1954 Bowman,Bowman,1954,102,Billy,Pierce,0
