SetName,Brand,Year,CardNumber,First,Last,Rookie
1963 Fleer,Fleer,1963,1,Steve,Barber,0
1963 Fleer,Fleer,1963,2,Ron,Hansen,0
1963 Fleer,Fleer,1963,3,Milt,Pappas,0
1963 Fleer,Fleer,1963,4,Brooks,Robinson,0
1963 Fleer,Fleer,1963,5,Willie,Mays,0
1963 Fleer,Fleer,1963,6,Lou,Clinton,0
1963 Fleer,Fleer,1963,7,Bill,Monbouquette,0
1963 Fleer,Fleer,1963,8,Carl,Yastrzemski,0
1963 Fleer,Fleer,1963,9,Ray,Herbert,0
1963 Fleer,Fleer,1963,10,Jim,Landis,0
1963 Fleer,Fleer,1963,11,Dick,Donovan,0
1963 Fleer,Fleer,1963,12,Tito,Francona,0
1963 Fleer,Fleer,1963,13,Jerry,Kindall,0
1963 Fleer,Fleer,1963,14,Frank,Lary,0
1963 Fleer,Fleer,1963,15,Dick,Howser,0
1963 Fleer,Fleer,1963,16,Jerry,Lumpe,0
1963 Fleer,Fleer,1963,17,Norm,Siebern,0
1963 Fleer,Fleer,1963,18,Don,Lee,0
1963 Fleer,Fleer,1963,19,Albie,Pearson,0
1963 Fleer,Fleer,1963,20,Bob,Rodgers,0
1963 Fleer,Fleer,1963,21,Leon,Wagner,0
1963 Fleer,Fleer,1963,22,Jim,Kaat,0
1963 Fleer,Fleer,1963,23,Vic,Power,0
1963 Fleer,Fleer,1963,24,Rich,Rollins,0
1963 Fleer,Fleer,1963,25,Bobby,Richardson,0
1963 Fleer,Fleer,1963,26,Ralph,Terry,0
1963 Fleer,Fleer,1963,27,Tom,Cheney,0
1963 Fleer,Fleer,1963,28,Chuck,Cottier,0
1963 Fleer,Fleer,1963,29,Jimmy,Piersall,0
1963 Fleer,Fleer,1963,30,Dave,Stenhouse,0
1963 Fleer,Fleer,1963,31,Glen,Hobbie,0
1963 Fleer,Fleer,1963,32,Ron,Santo,0
1963 Fleer,Fleer,1963,33,Gene,Freese,0
1963 Fleer,Fleer,1963,34,Vada,Pinson,0
1963 Fleer,Fleer,1963,35,Bob,Purkey,0
1963 Fleer,Fleer,1963,36,Joe,Amalfitano,0
1963 Fleer,Fleer,1963,37,Bob,Aspromonte,0
1963 Fleer,Fleer,1963,38,Dick,Farrell,0
1963 Fleer,Fleer,1963,39,Al,Spangler,0
1963 Fleer,Fleer,1963,40,Tommy,Davis,0
1963 Fleer,Fleer,1963,41,Don,Drysdale,0
1963 Fleer,Fleer,1963,42,Sandy,Koufax,0
1963 Fleer,Fleer,1963,43,Maury,Wills,1
1963 Fleer,Fleer,1963,44,Frank,Bolling,0
1963 Fleer,Fleer,1963,45,Warren,Spahn,0
1963 Fleer,Fleer,1963,46,Joe,Adcock,0
1963 Fleer,Fleer,1963,47,Roger,Craig,0
1963 Fleer,Fleer,1963,48,Al,Jackson,0
1963 Fleer,Fleer,1963,49,Rod,Kanehl,0
1963 Fleer,Fleer,1963,50,Ruben,Amaro,0
1963 Fleer,Fleer,1963,51,Johnny,Callison,0
1963 Fleer,Fleer,1963,52,Clay,Dalrymple,0
1963 Fleer,Fleer,1963,53,Don,Demeter,0
1963 Fleer,Fleer,1963,54,Art,Mahaffey,0
1963 Fleer,Fleer,1963,55,Smoky,Burgess,0
1963 Fleer,Fleer,1963,56,Roberto,Clemente,0
1963 Fleer,Fleer,1963,57,Roy,Face,0
1963 Fleer,Fleer,1963,58,Vern,Law,0
1963 Fleer,Fleer,1963,59,Bill,Mazeroski,0
1963 Fleer,Fleer,1963,60,Ken,Boyer,0
1963 Fleer,Fleer,1963,61,Bob,Gibson,0
1963 Fleer,Fleer,1963,62,Gene,Oliver,0
1963 Fleer,Fleer,1963,63,Bill,White,0
1963 Fleer,Fleer,1963,64,Orlando,Cepeda,0
1963 Fleer,Fleer,1963,65,Jim,Davenport,0
1963 Fleer,Fleer,1963,66,Billy,O'Dell,0
1963 Fleer,Fleer,1963,1963,Fleer,Baseball Card Checklist,0
