SetName,Brand,Year,CardNumber,First,Last,Rookie
1960 Fleer,Fleer,1960,1,Napoleon,Lajoie,0
1960 Fleer,Fleer,1960,2,Christy,Mathewson,0
1960 Fleer,Fleer,1960,3,Babe,Ruth,0
1960 Fleer,Fleer,1960,4,Carl,Hubbell,0
1960 Fleer,Fleer,1960,5,Grover,C. Alexander,0
1960 Fleer,Fleer,1960,6,Walter,Johnson,0
1960 Fleer,Fleer,1960,7,Chief,Bender,0
1960 Fleer,Fleer,1960,8,Roger,Bresnahan,0
1960 Fleer,Fleer,1960,9,Mordecai,Brown,0
1960 Fleer,Fleer,1960,10,Tris,Speaker,0
1960 Fleer,Fleer,1960,11,Arky,Vaughan,0
1960 Fleer,Fleer,1960,12,Zach,Wheat,0
1960 Fleer,Fleer,1960,13,George,Sisler,0
1960 Fleer,Fleer,1960,14,Connie,Mack,0
1960 Fleer,Fleer,1960,15,Clark,Griffith,0
1960 Fleer,Fleer,1960,16,Lou,Boudreau,0
1960 Fleer,Fleer,1960,17,Ernie,Lombardi,0
1960 Fleer,Fleer,1960,18,Heinie,Manush,0
1960 Fleer,Fleer,1960,19,Marty,Marion,0
1960 Fleer,Fleer,1960,20,Eddie,Collins,0
1960 Fleer,Fleer,1960,21,Rabbit,Maranville,0
1960 Fleer,Fleer,1960,22,Joe,Medwick,0
1960 Fleer,Fleer,1960,23,Ed,Barrow,0
1960 Fleer,Fleer,1960,24,Mickey,Cochrane,0
1960 Fleer,Fleer,1960,25,Jimmy,Collins,0
1960 Fleer,Fleer,1960,26,Bob,Feller,0
1960 Fleer,Fleer,1960,27,Luke,Appling,0
1960 Fleer,Fleer,1960,28,Lou,Gehrig,0
1960 Fleer,Fleer,1960,29,Gabby,Hartnett,0
1960 Fleer,Fleer,1960,30,Chuck,Klein,0
1960 Fleer,Fleer,1960,31,Tony,Lazzeri,0
1960 Fleer,Fleer,1960,32,Al,Simmons,0
1960 Fleer,Fleer,1960,33,Wilbert,Robinson,0
1960 Fleer,Fleer,1960,34,Sam,Rice,0
1960 Fleer,Fleer,1960,35,Herb,Pennock,0
1960 Fleer,Fleer,1960,36,Mel,Ott,0
1960 Fleer,Fleer,1960,37,Lefty,O'Doul,0
1960 Fleer,Fleer,1960,38,Johnny,Mize,0
1960 Fleer,Fleer,1960,40,Joe,Tinker,0
1960 Fleer,Fleer,1960,41,Frank,Baker,0
1960 Fleer,Fleer,1960,42,Ty,Cobb,0
1960 Fleer,Fleer,1960,43,Paul,Derringer,0
1960 Fleer,Fleer,1960,44,Cap,Anson,0
1960 Fleer,Fleer,1960,45,Jim,Bottomley,0
1960 Fleer,Fleer,1960,46,Eddie,Plank,0
1960 Fleer,Fleer,1960,47,Cy,Young,0
1960 Fleer,Fleer,1960,48,Hack,Wilson,0
1960 Fleer,Fleer,1960,50,Frank,Chance,0
1960 Fleer,Fleer,1960,51,Dazzy,Vance,0
1960 Fleer,Fleer,1960,52,Bill,Terry,0
1960 Fleer,Fleer,1960,53,Jimmie,Foxx,0
1960 Fleer,Fleer,1960,54,Lefty,Gomez,0
1960 Fleer,Fleer,1960,55,Branch,Rickey,0
1960 Fleer,Fleer,1960,56,Ray,Schalk,0
1960 Fleer,Fleer,1960,57,Johnny,Evers,0
1960 Fleer,Fleer,1960,58,Charley,Gehringer,0
1960 Fleer,Fleer,1960,59,Burleigh,Grimes,0
1960 Fleer,Fleer,1960,60,Lefty,Grove,0
1960 Fleer,Fleer,1960,61,Rube,Waddell,0
1960 Fleer,Fleer,1960,62,Honus,Wagner,0
1960 Fleer,Fleer,1960,63,Red,Ruffing,0
1960 Fleer,Fleer,1960,64,Kenesaw,M. Landis,0
1960 Fleer,Fleer,1960,65,Harry,Heilmann,0
1960 Fleer,Fleer,1960,66,John,McGraw,0
1960 Fleer,Fleer,1960,67,Hughie,Jennings,0
1960 Fleer,Fleer,1960,68,Hal,Newhouser,0
1960 Fleer,Fleer,1960,69,Waite,Hoyt,0
1960 Fleer,Fleer,1960,70,Bobo,Newsom,0
1960 Fleer,Fleer,1960,71,Earl,Averill,0
1960 Fleer,Fleer,1960,72,Ted,Williams,0
1960 Fleer,Fleer,1960,73,Warren,Giles,0
1960 Fleer,Fleer,1960,74,Ford,Frick,0
1960 Fleer,Fleer,1960,75,Kiki,Cuyler,0
1960 Fleer,Fleer,1960,76,Paul,Waner,0
1960 Fleer,Fleer,1960,77,Pie,Traynor,0
1960 Fleer,Fleer,1960,78,Lloyd,Waner,0
1960 Fleer,Fleer,1960,79,Ralph,Kiner,0
1960 Fleer,Fleer,1960,80A,Pepper,Martin,0
1960 Fleer,Fleer,1960,1960,Fleer,Baseball Card Checklist,0
