SetName,Brand,Year,CardNumber,First,Last,Rookie
1948 Bowman,Bowman,1948,1,Bob,Elliott,1
1948 Bowman,Bowman,1948,2,Ewell,Blackwell,1
1948 Bowman,Bowman,1948,3,Ralph,Kiner,1
1948 Bowman,Bowman,1948,4,Johnny,Mize,0
1948 Bowman,Bowman,1948,5,Bob,Feller,0
1948 Bowman,Bowman,1948,7,Pete,Reiser,0
1948 Bowman,Bowman,1948,8,Phil,Rizzuto,1
1948 Bowman,Bowman,1948,9,Walker,Cooper,0
1948 Bowman,Bowman,1948,10,Buddy,Rosar,0
1948 Bowman,Bowman,1948,11,Johnny,Lindell,0
1948 Bowman,Bowman,1948,12,Johnny,Sain,1
1948 Bowman,Bowman,1948,13,Willard,Marshall,0
1948 Bowman,Bowman,1948,14,Allie,Reynolds,1
1948 Bowman,Bowman,1948,15,Eddie,Joost,0
1948 Bowman,Bowman,1948,16,Jack,Lohrke,0
1948 Bowman,Bowman,1948,17,Enos,Slaughter,0
1948 Bowman,Bowman,1948,18,Warren,Spahn,1
1948 Bowman,Bowman,1948,19,Tommy,Henrich,0
1948 Bowman,Bowman,1948,20,Buddy,Kerr,0
1948 Bowman,Bowman,1948,21,Ferris,Fain,1
1948 Bowman,Bowman,1948,22,Floyd,Bevens,1
1948 Bowman,Bowman,1948,23,Larry,Jansen,1
1948 Bowman,Bowman,1948,24,Dutch,Leonard,0
1948 Bowman,Bowman,1948,25,Barney,McCosky,0
1948 Bowman,Bowman,1948,26,Frank,Shea,1
1948 Bowman,Bowman,1948,27,Sid,Gordon,0
1948 Bowman,Bowman,1948,28,Emil,Verban,0
1948 Bowman,Bowman,1948,29,Joe,Page,1
1948 Bowman,Bowman,1948,30,Whitey,Lockman,1
1948 Bowman,Bowman,1948,31,Bill,McCahan,0
1948 Bowman,Bowman,1948,32,Bill,Rigney,0
1948 Bowman,Bowman,1948,33,Bill,Johnson,0
1948 Bowman,Bowman,1948,34,Sheldon,Jones,0
1948 Bowman,Bowman,1948,35,Snuffy,Stirnweiss,1
1948 Bowman,Bowman,1948,36,Stan,Musial,1
1948 Bowman,Bowman,1948,37,Clint,Hartung,1
1948 Bowman,Bowman,1948,38,Red,Schoendienst,1
1948 Bowman,Bowman,1948,39,Augie,Galan,0
1948 Bowman,Bowman,1948,40,Marty,Marion,1
1948 Bowman,Bowman,1948,41,Rex,Barney,1
1948 Bowman,Bowman,1948,42,Ray,Poat,0
1948 Bowman,Bowman,1948,43,Bruce,Edwards,0
1948 Bowman,Bowman,1948,44,Johnny,Wyrostek,0
1948 Bowman,Bowman,1948,45,Hank,Sauer,1
1948 Bowman,Bowman,1948,46,Herman,Wehmeier,0
1948 Bowman,Bowman,1948,47,Bobby,Thomson,1
1948 Bowman,Bowman,1948,48,Dave,Koslo,1
1948 Bowman,Bowman,1948,1948,Bowman,Baseball Card Checklist,0
