SetName,Brand,Year,CardNumber,First,Last,Rookie
1950 Bowman,Bowman,1950,101,Bobby,Brown,0
1950 Bowman,Bowman,1950,102,Billy,Johnson,0
1950 Bowman,Bowman,1950,103,Eddie,Joost,0
1950 Bowman,Bowman,1950,104,Sam,Chapman,0
1950 Bowman,Bowman,1950,105,Bob,Dillinger,0
1950 Bowman,Bowman,1950,106,Cliff,Fannin,0
1950 Bowman,Bowman,1950,107,Sam,Dente,1
1950 Bowman,Bowman,1950,108,Ray,Scarborough,0
1950 Bowman,Bowman,1950,109,Sid,Gordon,0
1950 Bowman,Bowman,1950,110,Tommy,Holmes,0
1950 Bowman,Bowman,1950,111,Walker,Cooper,0
1950 Bowman,Bowman,1950,112,Gil,Hodges,0
1950 Bowman,Bowman,1950,113,Gene,Hermanski,0
1950 Bowman,Bowman,1950,114,Wayne,Terwilliger,1
1950 Bowman,Bowman,1950,115,Roy,Smalley,0
1950 Bowman,Bowman,1950,116,Virgil,Stallcup,0
1950 Bowman,Bowman,1950,117,Bill,Rigney,0
1950 Bowman,Bowman,1950,118,Clint,Hartung,0
1950 Bowman,Bowman,1950,119,Dick,Sisler,0
1950 Bowman,Bowman,1950,120,John,Thompson,0
1950 Bowman,Bowman,1950,121,Andy,Seminick,0
1950 Bowman,Bowman,1950,122,Johnny,Hopp,0
1950 Bowman,Bowman,1950,123,Dino,Restelli,1
1950 Bowman,Bowman,1950,124,Clyde,McCullough,0
1950 Bowman,Bowman,1950,125,Del,Rice,1
1950 Bowman,Bowman,1950,126,Al,Brazle,0
1950 Bowman,Bowman,1950,127,Dave,Philley,0
1950 Bowman,Bowman,1950,128,Phil,Masi,0
1950 Bowman,Bowman,1950,129,Joe,Gordon,0
1950 Bowman,Bowman,1950,130,Dale,Mitchell,0
1950 Bowman,Bowman,1950,131,Steve,Gromek,0
1950 Bowman,Bowman,1950,132,Mickey,Vernon,0
1950 Bowman,Bowman,1950,133,Don,Kolloway,0
1950 Bowman,Bowman,1950,134,Paul,Trout,0
1950 Bowman,Bowman,1950,135,Pat,Mullin,0
1950 Bowman,Bowman,1950,136,Buddy,Rosar,0
1950 Bowman,Bowman,1950,137,Johnny,Pesky,0
1950 Bowman,Bowman,1950,138,Allie,Reynolds,0
1950 Bowman,Bowman,1950,139,Johnny,Mize,0
1950 Bowman,Bowman,1950,140,Pete,Suder,1
1950 Bowman,Bowman,1950,141,Joe,Coleman,1
1950 Bowman,Bowman,1950,142,Sherman,Lollar,1
1950 Bowman,Bowman,1950,143,Eddie,Stewart,0
1950 Bowman,Bowman,1950,144,Al,Evans,0
1950 Bowman,Bowman,1950,145,Jack,Graham,1
1950 Bowman,Bowman,1950,146,Floyd,Baker,0
1950 Bowman,Bowman,1950,147,Mike,Garcia,1
1950 Bowman,Bowman,1950,148,Early,Wynn,0
1950 Bowman,Bowman,1950,149,Bob,Swift,0
1950 Bowman,Bowman,1950,150,George,Vico,0
1950 Bowman,Bowman,1950,151,Fred,Hutchinson,0
1950 Bowman,Bowman,1950,152,Ellis,Kinder,1
1950 Bowman,Bowman,1950,153,Walt,Masterson,0
1950 Bowman,Bowman,1950,154,Gus,Niarhos,0
1950 Bowman,Bowman,1950,155,Frank,Shea,0
1950 Bowman,Bowman,1950,156,Fred,Sanford,0
1950 Bowman,Bowman,1950,157,Mike,Guerra,0
1950 Bowman,Bowman,1950,158,Paul,Lehner,0
1950 Bowman,Bowman,1950,159,Joe,Tipton,0
1950 Bowman,Bowman,1950,160,Mickey,Harris,0
1950 Bowman,Bowman,1950,161,Sherry,Robertson,1
1950 Bowman,Bowman,1950,162,Eddie,Yost,0
1950 Bowman,Bowman,1950,163,Earl,Torgeson,0
1950 Bowman,Bowman,1950,164,Sibby,Sisti,0
1950 Bowman,Bowman,1950,165,Bruce,Edwards,0
